"","dataset","header"
"75200",7189,"PRESS_SUMMARY"
"75201",7189,"CURRENT_AWARD"
"75202",7189,"APPLICANT_START_DATE"
"75203",7189,"CHARITABLE_STATUS"
"75204",7189,"ORGANISATION_TYPE"
"75205",7189,"CHARITY_NUMBER"
"75206",7189,"COMPANY_NUMBER"
"75207",7189,"DECISION_DATE"
"75208",7189,"ANNOUNCEMENT_DATE"
"75209",7189,"PROGRAMME_NAME"
"75210",7189,"FUNDER_NAME"
"75211",7189,"LA_AREA"
"75212",7189,"LA_AREA_CODE"
"75213",7189,"REGION"
"75214",7189,"REGION_CODE"
"75215",7189,"CONSTITUENCY"
"75216",7189,"CONSTITUENCY_CODE"
"75217",7190,"APPLICANT_NAME"
"75218",7190,"PRESS_SUMMARY"
"75219",7190,"CURRENT_AWARD"
"75220",7190,"APPLICANT_START_DATE"
"75221",7190,"CHARITABLE_STATUS"
"75222",7190,"ORGANISATION_TYPE"
"75223",7190,"CHARITY_NUMBER"
"75224",7190,"COMPANY_NUMBER"
"75225",7190,"DECISION_DATE"
"75226",7190,"ANNOUNCEMENT_DATE"
"75227",7190,"PROGRAMME_NAME"
"75228",7190,"FUNDER_NAME"
"75229",7190,"LA_AREA"
"75230",7190,"LA_AREA_CODE"
"75231",7190,"REGION"
"75232",7190,"REGION_CODE"
"75233",7190,"CONSTITUENCY"
"75234",7190,"CONSTITUENCY_CODE"
"75235",7191,"APPLICANT_NAME"
"75236",7191,"PRESS_SUMMARY"
"75237",7191,"CURRENT_AWARD"
"75238",7191,"APPLICANT_START_DATE"
"75239",7191,"CHARITABLE_STATUS"
"75240",7191,"ORGANISATION_TYPE"
"75241",7191,"CHARITY_NUMBER"
"75242",7191,"COMPANY_NUMBER"
"75243",7191,"DECISION_DATE"
"75244",7191,"ANNOUNCEMENT_DATE"
"75245",7191,"PROGRAMME_NAME"
"75246",7191,"FUNDER_NAME"
"75247",7191,"LA_AREA"
"75248",7191,"LA_AREA_CODE"
"75249",7191,"REGION"
"75250",7191,"REGION_CODE"
"75251",7191,"CONSTITUENCY"
"75252",7191,"CONSTITUENCY_CODE"
"75253",7192,"APPLICANT_NAME"
"75254",7192,"PRESS_SUMMARY"
"75255",7192,"CURRENT_AWARD"
"75256",7192,"APPLICANT_START_DATE"
"75257",7192,"CHARITABLE_STATUS"
"75258",7192,"ORGANISATION_TYPE"
"75259",7192,"CHARITY_NUMBER"
"75260",7192,"COMPANY_NUMBER"
"75261",7192,"DECISION_DATE"
"75262",7192,"ANNOUNCEMENT_DATE"
"75263",7192,"PROGRAMME_NAME"
"75264",7192,"FUNDER_NAME"
"75265",7192,"LA_AREA"
"75266",7192,"LA_AREA_CODE"
"75267",7192,"REGION"
"75268",7192,"REGION_CODE"
"75269",7192,"CONSTITUENCY"
"75270",7192,"CONSTITUENCY_CODE"
"75271",7193,"name"
"75272",7193,"address1"
"75273",7193,"address2"
"75274",7193,"town"
"75275",7193,"postcode"
"75276",7193,"access_notes"
"75277",7193,"general_notes"
"75278",7193,"url"
"75279",7193,"email"
"75280",7193,"phone"
"75281",7193,"fax"
"75282",7193,"text_phone"
"75283",7194,"Department family"
"75284",7194,"Entity"
"75285",7194,"Date"
"75286",7194,"Expense Type"
"75287",7194,"Expense area"
"75288",7194,"Supplier"
"75289",7194,"Transaction number"
"75290",7194,"AP Amount (£)"
"75291",7195,"Department family"
"75292",7195,"Entity"
"75293",7195,"Date"
"75294",7195,"Expense Type"
"75295",7195,"Expense area"
"75296",7195,"Supplier"
"75297",7195,"Transaction number"
"75298",7195,"AP Amount (£)"
"75299",7195,"Purchase invoice number"
"75300",7196,"Department family"
"75301",7196,"Entity"
"75302",7196,"Date"
"75303",7196,"Expense Type"
"75304",7196,"Expense area"
"75305",7196,"Supplier"
"75306",7196,"Transaction number"
"75307",7196,"AP Amount (£)"
"75308",7196,"Purchase invoice number"
"75309",7197,"Department family"
"75310",7197,"Entity"
"75311",7197,"Date"
"75312",7197,"Expense Type"
"75313",7197,"Expense area"
"75314",7197,"Supplier"
"75315",7197,"Transaction number"
"75316",7197,"AP Amount (£)"
"75317",7197,"Purchase invoice number"
"75318",7198,"Department family"
"75319",7198,"Entity"
"75320",7198,"Date"
"75321",7198,"Expense Type"
"75322",7198,"Expense area"
"75323",7198,"Supplier"
"75324",7198,"Transaction number"
"75325",7198,"AP Amount (£)"
"75326",7198,"Purchase invoice number"
"75327",7199,"A3131"
"75328",7199,"V2"
"75329",7199,"V3"
"75330",7199,"V4"
"75331",7199,"V5"
"75332",7199,"V6"
"75333",7199,"V7"
"75334",7199,"V8"
"75335",7199,"V9"
"75336",7199,"V10"
"75337",7199,"Expenditure Over Threshold"
"75338",7200,"A3131"
"75339",7200,"V2"
"75340",7200,"V3"
"75341",7200,"V4"
"75342",7200,"V5"
"75343",7200,"V6"
"75344",7200,"V7"
"75345",7200,"V8"
"75346",7200,"V9"
"75347",7200,"V10"
"75348",7200,"Expenditure Over Threshold"
"75349",7201,"A3131"
"75350",7201,"V2"
"75351",7201,"V3"
"75352",7201,"V4"
"75353",7201,"V5"
"75354",7201,"V6"
"75355",7201,"V7"
"75356",7201,"V8"
"75357",7201,"V9"
"75358",7201,"V10"
"75359",7201,"Expenditure Over Threshold"
"75360",7202,"Department family"
"75361",7202,"Entity"
"75362",7202,"Date"
"75363",7202,"Expense Type"
"75364",7202,"Expense area"
"75365",7202,"Supplier"
"75366",7202,"Transaction number"
"75367",7202,"AP Amount (£)"
"75368",7202,"VAT registration number"
"75369",7202,"Purchase invoice number"
"75370",7203,"A3131"
"75371",7203,"V2"
"75372",7203,"V3"
"75373",7203,"V4"
"75374",7203,"V5"
"75375",7203,"V6"
"75376",7203,"V7"
"75377",7203,"V8"
"75378",7203,"V9"
"75379",7203,"V10"
"75380",7203,"Expenditure Over Threshold"
"75381",7204,"Department family"
"75382",7204,"Entity"
"75383",7204,"Date"
"75384",7204,"Expense Type"
"75385",7204,"Expense area"
"75386",7204,"Supplier"
"75387",7204,"Transaction number"
"75388",7204,"AP Amount (£)"
"75389",7205,"Deparment Family"
"75390",7205,"Entity"
"75391",7205,"Date"
"75392",7205,"Expense Type"
"75393",7205,"Expenses Area"
"75394",7205,"Supplier"
"75395",7205,"Transation Number"
"75396",7205," Total "
"75397",7206,"Deparment Family"
"75398",7206,"Entity"
"75399",7206,"Date"
"75400",7206,"Expense Type"
"75401",7206,"Expenses Area"
"75402",7206,"Supplier"
"75403",7206,"Transation Number"
"75404",7206," Total "
"75405",7207,"Deparment Family"
"75406",7207,"Entity"
"75407",7207,"Date"
"75408",7207,"Expense Type"
"75409",7207,"Expenses Area"
"75410",7207,"Supplier"
"75411",7207,"Transation Number"
"75412",7207," Total "
"75413",7208,"Deparment Family"
"75414",7208,"Entity"
"75415",7208,"Date"
"75416",7208,"Expense Type"
"75417",7208,"Expenses Area"
"75418",7208,"Supplier"
"75419",7208,"Transation Number"
"75420",7208," Total "
"75421",7209,"Deparment Family"
"75422",7209,"Entity"
"75423",7209,"Date"
"75424",7209,"Expense Type"
"75425",7209,"Expenses Area"
"75426",7209,"Supplier"
"75427",7209,"Transation Number"
"75428",7209," Total "
"75429",7210,"Department Family"
"75430",7210,"Entity"
"75431",7210,"Date"
"75432",7210,"Expenses Type"
"75433",7210,"Expenses Area"
"75434",7210,"Supplier"
"75435",7210,"Transaction Number"
"75436",7210,"Total"
"75437",7211,"Department Family"
"75438",7211,"Entity"
"75439",7211,"Date"
"75440",7211,"Expenses Type"
"75441",7211,"Expenses Area"
"75442",7211,"Supplier"
"75443",7211,"Transaction Number"
"75444",7211,"Value"
"75445",7212,"Department Family"
"75446",7212,"Entity"
"75447",7212,"Date"
"75448",7212,"Expenses Type"
"75449",7212,"Expense Area"
"75450",7212,"Supplier"
"75451",7212,"Transaction number"
"75452",7212," Total "
"75453",7213,"Department Family"
"75454",7213,"Entity"
"75455",7213,"Date"
"75456",7213,"Expenses Type"
"75457",7213,"Expense Area"
"75458",7213,"Supplier"
"75459",7213,"Transaction number"
"75460",7213," Total "
"75461",7214,"Department Family"
"75462",7214,"Entity"
"75463",7214,"Date"
"75464",7214,"Expenses Type"
"75465",7214,"Expenses Area"
"75466",7214,"Supplier"
"75467",7214,"Transaction Number"
"75468",7214," Total "
"75469",7215,"Department Family"
"75470",7215,"Entity"
"75471",7215,"Date"
"75472",7215,"Expenses Type"
"75473",7215,"Expenses Area"
"75474",7215,"Supplier"
"75475",7215,"Transaction Number"
"75476",7215,"Total"
"75477",7216,"Department Family"
"75478",7216,"Entity"
"75479",7216,"Date"
"75480",7216,"Expenses Type"
"75481",7216,"Expenses Area"
"75482",7216,"Supplier"
"75483",7216,"Transaction Number"
"75484",7216,"Total"
"75485",7217,"Department Family"
"75486",7217,"Entity"
"75487",7217,"Date"
"75488",7217,"Expense Type"
"75489",7217,"Expense Area"
"75490",7217,"Supplier"
"75491",7217,"Transaction Number"
"75492",7217,"Total"
"75493",7218,"Department Family"
"75494",7218,"Entity"
"75495",7218,"Date"
"75496",7218,"Expense Type"
"75497",7218,"Expense Area"
"75498",7218,"Supplier"
"75499",7218,"Transaction Number"
"75500",7218," Total "
"75501",7219,"Department Family"
"75502",7219,"Entity"
"75503",7219,"Date"
"75504",7219,"Expense Type"
"75505",7219,"Expense Area"
"75506",7219,"Supplier"
"75507",7219,"Transaction Number"
"75508",7219," Total "
"75509",7220,"V1"
"75510",7220,"V2"
"75511",7220,"V3"
"75512",7220,"V4"
"75513",7220,"V5"
"75514",7220,"V6"
"75515",7220,"V7"
"75516",7220,"V8"
"75517",7221,"Department Family"
"75518",7221,"Entity"
"75519",7221,"Date"
"75520",7221,"Expense Type"
"75521",7221,"Expense Area"
"75522",7221,"Supplier"
"75523",7221,"Transaction Number"
"75524",7221," Total "
"75525",7222,"Department Family"
"75526",7222,"Entity"
"75527",7222,"Date"
"75528",7222,"Expense Type"
"75529",7222,"Expense Area"
"75530",7222,"Supplier"
"75531",7222,"Transaction Number"
"75532",7222," Total "
"75533",7223,"Department Family"
"75534",7223,"Entity"
"75535",7223,"Date"
"75536",7223,"Expense Type"
"75537",7223,"Expense Area"
"75538",7223,"Supplier"
"75539",7223,"Transaction Number"
"75540",7223," Total "
"75541",7224,"Department Family"
"75542",7224,"Entity"
"75543",7224,"Date"
"75544",7224,"Expense Type"
"75545",7224,"Expense Area"
"75546",7224,"Supplier"
"75547",7224,"Transaction Number"
"75548",7224," Total "
"75549",7225,"Department Family"
"75550",7225,"Entity"
"75551",7225,"Date"
"75552",7225,"Expense Type"
"75553",7225,"Expense Area"
"75554",7225,"Supplier"
"75555",7225,"Transaction Number"
"75556",7225," Total "
"75557",7226,"Department Family"
"75558",7226,"Entity"
"75559",7226,"Date"
"75560",7226,"Expenses Type"
"75561",7226,"Expense Area"
"75562",7226,"Supplier"
"75563",7226,"Transaction Number"
"75564",7226,"Total"
"75565",7227,"Department Family"
"75566",7227,"Entity"
"75567",7227,"Date"
"75568",7227,"Expenses Type"
"75569",7227,"Expense Area"
"75570",7227,"Supplier"
"75571",7227,"Transaction Number"
"75572",7227,"Total"
"75573",7228,"Department Family"
"75574",7228,"Entity"
"75575",7228,"Date"
"75576",7228,"Expenses Type"
"75577",7228,"Expense Area"
"75578",7228,"Supplier"
"75579",7228,"Transaction Number"
"75580",7228," Total "
"75581",7229,"Department Family"
"75582",7229,"Entity"
"75583",7229,"Date"
"75584",7229,"Expenses Type"
"75585",7229,"Expense Area"
"75586",7229,"Supplier"
"75587",7229,"Transaction Number"
"75588",7229," Total "
"75589",7230,"Department Family"
"75590",7230,"Entity"
"75591",7230,"Date"
"75592",7230,"Expenses Type"
"75593",7230,"Expense Area"
"75594",7230,"Supplier"
"75595",7230,"Transaction Number"
"75596",7230," Total "
"75597",7231,"Department Family"
"75598",7231,"Entity"
"75599",7231,"Date"
"75600",7231,"Expenses Type"
"75601",7231,"Expense Area"
"75602",7231,"Supplier"
"75603",7231,"Transaction Number"
"75604",7231," Total "
"75605",7232,"Department Family"
"75606",7232,"Entity"
"75607",7232,"Date"
"75608",7232,"Expenses Type"
"75609",7232,"Expense Area"
"75610",7232,"Supplier"
"75611",7232,"Transaction Number"
"75612",7232," Total "
"75613",7233,"Department Family"
"75614",7233,"Entity"
"75615",7233,"Date"
"75616",7233,"Expenses Type"
"75617",7233,"Expense Area"
"75618",7233,"Supplier"
"75619",7233,"Transaction Number"
"75620",7233," Total "
"75621",7234,"Department Family"
"75622",7234,"Entity"
"75623",7234,"Date"
"75624",7234,"Expenses Type"
"75625",7234,"Expense Area"
"75626",7234,"Supplier"
"75627",7234,"Transaction Number"
"75628",7234,"Total"
"75629",7235,"Department Family"
"75630",7235,"Entity"
"75631",7235,"Date"
"75632",7235,"Expenses Type"
"75633",7235,"Expense Area"
"75634",7235,"Supplier"
"75635",7235,"Transaction Number"
"75636",7235,"Total"
"75637",7236,"Department Family"
"75638",7236,"Entity"
"75639",7236,"Date"
"75640",7236,"Expenses Type"
"75641",7236,"Expense Area"
"75642",7236,"Supplier"
"75643",7236,"Transaction Number"
"75644",7236,"Total"
"75645",7237,"Department Family"
"75646",7237,"Entity"
"75647",7237,"Date"
"75648",7237,"Expenses Type"
"75649",7237,"Expense Area"
"75650",7237,"Supplier"
"75651",7237,"Transaction Number"
"75652",7237," Total "
"75653",7238,"Department Family"
"75654",7238,"Entity"
"75655",7238,"Date"
"75656",7238,"Expenses Type"
"75657",7238,"Expense Area"
"75658",7238,"Supplier"
"75659",7238,"Transaction Number"
"75660",7238," Total "
"75661",7239,"Department Family"
"75662",7239,"Entity"
"75663",7239,"Date"
"75664",7239,"Expenses Type"
"75665",7239,"Expense Area"
"75666",7239,"Supplier"
"75667",7239,"Transaction Number"
"75668",7239,"Total"
"75669",7240,"Department Family"
"75670",7240,"Entity"
"75671",7240,"Date"
"75672",7240,"Expenses Type"
"75673",7240,"Expense Area"
"75674",7240,"Supplier"
"75675",7240,"Transaction Number"
"75676",7240,"Total"
"75677",7241,"Department Family"
"75678",7241,"Entity"
"75679",7241,"Date"
"75680",7241,"Expenses Type"
"75681",7241,"Expense Area"
"75682",7241,"Supplier"
"75683",7241,"Transaction Number"
"75684",7241," Total "
"75685",7242,"Department Family"
"75686",7242,"Entity"
"75687",7242,"Date"
"75688",7242,"Expenses Type"
"75689",7242,"Expense Area"
"75690",7242,"Supplier"
"75691",7242,"Transaction Number"
"75692",7242," Total "
"75693",7243,"Department Family"
"75694",7243,"Entity"
"75695",7243,"Date"
"75696",7243,"Expenses Type"
"75697",7243,"Expense Area"
"75698",7243,"Supplier"
"75699",7243,"Transaction Number"
"75700",7243," Total "
"75701",7244,"Department Family"
"75702",7244,"Entity"
"75703",7244,"Date"
"75704",7244,"Expenses Type"
"75705",7244,"Expense Area"
"75706",7244,"Supplier"
"75707",7244,"Transaction Number"
"75708",7244," Total "
"75709",7245,"Department Family"
"75710",7245,"Entity"
"75711",7245,"Date"
"75712",7245,"Expenses Type"
"75713",7245,"Expense Area"
"75714",7245,"Supplier"
"75715",7245,"Transaction Number"
"75716",7245," Total "
"75717",7246,"Department Family"
"75718",7246,"Entity"
"75719",7246,"Date"
"75720",7246,"Expenses Type"
"75721",7246,"Expense Area"
"75722",7246,"Supplier"
"75723",7246,"Transaction Number"
"75724",7246,"Total"
"75725",7247,"Department Family"
"75726",7247,"Entity"
"75727",7247,"Date"
"75728",7247,"Expenses Type"
"75729",7247,"Expense Area"
"75730",7247,"Supplier"
"75731",7247,"Transaction Number"
"75732",7247," Total "
"75733",7247,"Column1"
"75734",7248,"Name"
"75735",7248,"Job Title"
"75736",7248,"FTE at year start"
"75737",7248,"Grade"
"75738",7248,"Unit"
"75739",7248,"Parent Department"
"75740",7248,"Organisation"
"75741",7248,"Actual pay floor"
"75742",7248,"Actual pay ceiling"
"75743",7248,"Notes"
"75744",7249,"Post unique reference"
"75745",7249,"Name"
"75746",7249,"Grade"
"75747",7249,"Job/Team Title"
"75748",7249,"Job Function"
"75749",7249,"Parent Department"
"75750",7249,"Organisation"
"75751",7249,"Unit"
"75752",7249,"E-mail"
"75753",7249,"Contact Number"
"75754",7249,"Reports to"
"75755",7249,"Salary Cost of Reports"
"75756",7249,"Notes"
"75757",7250,"Parent Department"
"75758",7250,"Organisation"
"75759",7250,"Unit"
"75760",7250,"Grade"
"75761",7250,"Payscale min"
"75762",7250,"Payscale max"
"75763",7250,"Generic Job Title"
"75764",7250,"Number of such posts in FTE"
"75765",7251,"Post Unique Reference"
"75766",7251,"Name"
"75767",7251,"Grade (or equivalent)"
"75768",7251,"Job Title"
"75769",7251,"Job/Team Function"
"75770",7251,"Parent Department"
"75771",7251,"Organisation"
"75772",7251,"Unit"
"75773",7251,"Contact Phone"
"75774",7251,"Contact E-mail"
"75775",7251,"Reports to Senior Post"
"75776",7251,"Salary Cost of Reports (£)"
"75777",7251,"FTE"
"75778",7251,"Actual Pay Floor (£)"
"75779",7251,"Actual Pay Ceiling (£)"
"75780",7251,"V16"
"75781",7251,"Professional/Occupational Group"
"75782",7251,"Notes"
"75783",7251,"Valid?"
"75784",7252,"Parent Department"
"75785",7252,"Organisation"
"75786",7252,"Unit"
"75787",7252,"Reporting Senior Post"
"75788",7252,"Grade"
"75789",7252,"Payscale Minimum (£)"
"75790",7252,"Payscale Maximum (£)"
"75791",7252,"Generic Job Title"
"75792",7252,"Number of Posts in FTE"
"75793",7252,"Professional/Occupational Group"
"75794",7253,"Post Unique Reference"
"75795",7253,"Name"
"75796",7253,"Grade (or equivalent)"
"75797",7253,"Job Title"
"75798",7253,"Job/Team Function"
"75799",7253,"Parent Department"
"75800",7253,"Organisation"
"75801",7253,"Unit"
"75802",7253,"Contact Phone"
"75803",7253,"Contact E-mail"
"75804",7253,"Reports to Senior Post"
"75805",7253,"Salary Cost of Reports (£)"
"75806",7253,"FTE"
"75807",7253,"Actual Pay Floor (£)"
"75808",7253,"Actual Pay Ceiling (£)"
"75809",7253,"V16"
"75810",7253,"Professional/Occupational Group"
"75811",7253,"Notes"
"75812",7253,"Valid?"
"75813",7254,"Parent Department"
"75814",7254,"Organisation"
"75815",7254,"Unit"
"75816",7254,"Reporting Senior Post"
"75817",7254,"Grade"
"75818",7254,"Payscale Minimum (£)"
"75819",7254,"Payscale Maximum (£)"
"75820",7254,"Generic Job Title"
"75821",7254,"Number of Posts in FTE"
"75822",7254,"Professional/Occupational Group"
"75823",7255,"Post Unique Reference"
"75824",7255,"Name"
"75825",7255,"Grade (or equivalent)"
"75826",7255,"Job Title"
"75827",7255,"Job/Team Function"
"75828",7255,"Parent Department"
"75829",7255,"Organisation"
"75830",7255,"Unit"
"75831",7255,"Contact Phone"
"75832",7255,"Contact E-mail"
"75833",7255,"Reports to Senior Post"
"75834",7255,"Salary Cost of Reports (£)"
"75835",7255,"FTE"
"75836",7255,"Actual Pay Floor (£)"
"75837",7255,"Actual Pay Ceiling (£)"
"75838",7255,"V16"
"75839",7255,"Professional/Occupational Group"
"75840",7255,"Notes"
"75841",7255,"Valid?"
"75842",7256,"Parent Department"
"75843",7256,"Organisation"
"75844",7256,"Unit"
"75845",7256,"Reporting Senior Post"
"75846",7256,"Grade"
"75847",7256,"Payscale Minimum (£)"
"75848",7256,"Payscale Maximum (£)"
"75849",7256,"Generic Job Title"
"75850",7256,"Number of Posts in FTE"
"75851",7256,"Professional/Occupational Group"
"75852",7257,"Vendor Name"
"75853",7257,"Expenditure Account "
"75854",7257,"Document Number"
"75855",7257,"Clearing Date"
"75856",7257,"Amount (£)"
"75857",7258,"Vendor Name"
"75858",7258,"Expenditure Account "
"75859",7258,"Document Number"
"75860",7258,"Clearing Date"
"75861",7258,"Amount (£)"
"75862",7259,"Vendor Name"
"75863",7259,"Expenditure Account "
"75864",7259,"Document Number"
"75865",7259,"Clearing Date"
"75866",7259,"Amount (£)"
"75867",7260,"Vendor Name"
"75868",7260,"Expenditure Account "
"75869",7260,"Document Number"
"75870",7260,"Clearing Date"
"75871",7260,"Amount (£)"
"75872",7261,"Vendor Name"
"75873",7261,"Expenditure Account "
"75874",7261,"Document Number"
"75875",7261,"Clearing Date"
"75876",7261,"Amount (£)"
"75877",7262,"Vendor Name"
"75878",7262,"Expenditure Account "
"75879",7262,"Document Number"
"75880",7262,"Clearing Date"
"75881",7262,"Amount (£)"
"75882",7263,"Vendor Name"
"75883",7263,"Expenditure Account "
"75884",7263,"Document Number"
"75885",7263,"Clearing Date"
"75886",7263,"Amount (£)"
"75887",7264,"Vendor Name"
"75888",7264,"Expenditure Account "
"75889",7264,"Document Number"
"75890",7264,"Clearing Date"
"75891",7264,"Amount (£)"
"75892",7265,"Vendor Name"
"75893",7265,"Expenditure Account "
"75894",7265,"Document Number"
"75895",7265,"Clearing Date"
"75896",7265,"Amount (£)"
"75897",7266,"Vendor Name"
"75898",7266,"Expenditure Account "
"75899",7266,"Document Number"
"75900",7266,"Clearing Date"
"75901",7266,"Amount (£)"
"75902",7267,"Vendor Name"
"75903",7267,"Expenditure Account "
"75904",7267,"Document Number"
"75905",7267,"Clearing Date"
